MS,Accel X (m/s²),Accel Y (m/s²),Accel Z (m/s²),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Temp (°C)
1600,9.490616,-1.292869,-3.260903,-170.715332,70.861816,66.345215,28.953125
1640,9.830592,-0.272939,-3.011906,-39.123535,-32.836914,6.866455,28.953125
1680,10.376471,-1.465251,2.782062,-142.242432,-32.440186,4.211426,28.941406
1720,8.714894,-0.804452,1.278504,-194.122314,-48.400879,4.760742,28.962891
1760,7.805098,-1.704672,-0.914585,-18.341064,-58.105469,-10.406494,28.970703
1800,8.413225,-2.164358,-1.623269,91.735840,-48.065186,-16.754150,28.951172
1840,9.212888,-1.168370,-1.862689,4.547119,-77.606201,-4.852295,28.953125
1880,9.572019,-1.211466,-2.020706,17.608643,-82.916260,-6.530762,28.962891
1920,9.897630,-0.857124,-1.695095,-50.811768,-49.591064,7.110596,28.972656
1960,10.510546,-0.603339,-2.250550,-34.149170,-40.588379,-4.455566,28.966797
2000,12.363658,-1.039083,-0.311246,-117.095947,55.175781,19.866943,28.955078
2040,13.718776,-1.101333,2.269703,136.932373,46.997070,-22.796631,28.980469
2080,13.335704,0.598550,0.857124,-15.075684,129.577637,-5.828857,28.978516
2120,11.942278,1.000776,0.507571,-51.788330,214.904785,-17.425537,28.976562
2160,11.133038,-3.830723,-2.829947,93.536377,93.444824,-2.105713,28.984375
2200,10.740389,-6.268020,-3.979163,71.807861,104.980469,2.563477,28.974609
2240,9.979033,-0.330400,-2.782062,175.323486,48.156738,-70.800781,28.970703
2280,10.184934,3.816358,-1.867477,14.312744,-21.850586,-104.553223,28.976562
2320,9.236830,1.819593,-1.446098,-178.039551,66.986084,-91.217041,28.968750
2360,7.943961,-1.493982,-2.183512,-131.652832,39.520264,-79.772949,28.976562
2400,6.449979,-3.016694,-0.928950,-106.445312,-9.368896,-49.377441,28.998047
2440,5.492299,-3.687071,0.454898,-92.926025,-31.219482,-13.061523,29.001953
2480,5.908890,-2.748544,1.728614,-43.792725,-44.158936,19.165039,28.996094
2520,9.361329,0.727837,4.572925,-104.003906,-5.767822,27.954102,28.994141
2560,14.245501,5.793968,5.789180,-26.428223,-15.045166,-44.738770,28.990234
2600,12.387600,6.234501,2.643199,-46.691895,-18.005371,-15.594482,28.998047
2640,10.678140,1.752556,-1.570596,-23.193359,-56.671143,29.724121,28.992188
2680,11.415554,-4.180276,-0.914585,139.007568,80.657959,22.979736,29.011719
2720,7.062895,-7.599196,0.919373,-20.172119,-78.674316,68.908691,29.015625
2760,8.020576,-7.398083,-2.882619,-14.190674,-162.689209,71.228027,28.996094
2800,10.515334,-3.596091,-3.423708,23.071289,-30.700684,74.066162,28.974609
2840,10.448297,-0.694318,-2.394202,-157.836914,66.619873,69.824219,29.009766
2880,10.165780,-0.311246,0.991199,-109.008789,12.634277,25.360107,29.007812
2920,8.537724,-0.598550,1.340753,-203.308105,-12.390137,27.587891,29.005859
2960,8.303091,0.076614,-0.181959,-142.120361,-32.104492,7.781982,29.005859
3000,9.011775,-0.416591,-1.182736,39.459229,-80.535889,-17.913818,29.007812
3040,9.184157,-0.675165,-0.905008,60.516357,-73.181152,-21.667480,29.000000
3080,9.035717,0.244209,-0.895431,120.056152,-41.748047,-35.278320,29.011719
3120,10.256760,-0.632069,-1.685518,67.443848,-37.292480,-20.019531,29.039062
3160,11.812991,-1.704672,-4.228160,-47.515869,-49.926758,-6.469727,29.025391
3200,14.159308,-2.221819,0.670376,-180.664062,-43.029785,15.380859,29.041016
3240,14.834474,-0.383072,3.691859,100.372314,103.088379,-37.689209,29.035156
3280,12.301409,0.881066,2.173935,-39.154053,197.113037,-28.198242,29.017578
3320,11.152191,-4.726154,-0.919373,89.294434,122.314453,-1.525879,29.025391
3360,11.161768,-7.335834,-3.854665,127.655029,106.719971,7.263184,29.041016
3400,10.855310,-3.074155,-2.164358,149.963379,86.181641,-35.095215,29.031250
3440,10.520123,1.618480,-1.115698,143.890381,1.403809,-112.640381,29.033203
3480,7.915231,0.196325,-0.608127,-125.732422,79.956055,-74.249268,29.031250
3520,5.980716,-0.766145,-1.675941,-81.085205,86.547852,-64.971924,29.046875
3560,4.237737,-1.733402,-1.082179,-62.713623,9.918213,-30.609131,29.125000
3600,3.538630,-2.389413,0.363919,-41.656494,-52.947998,5.554199,29.138672
3640,4.735731,-2.149993,2.537854,-76.263428,-24.780273,24.078369,29.144531
