MS,Accel X (m/s²),Accel Y (m/s²),Accel Z (m/s²),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Temp (°C)
2320,8.944737,-0.569820,-4.050989,-0.579834,1.434326,-0.122070,38.453125
2360,8.944737,-0.569820,-4.046201,-0.854492,1.007080,0.091553,38.462891
2400,8.954314,-0.569820,-4.007894,-0.823975,1.403809,0.152588,38.462891
2440,8.978256,-0.588974,-3.993528,-0.732422,1.770020,-0.030518,38.449219
2480,8.992621,-0.579397,-3.988740,-0.701904,2.258301,0.030518,38.441406
2520,8.949526,-0.550666,-3.983952,-0.183105,1.678467,-0.091553,38.451172
2560,8.939949,-0.574608,-3.979163,-0.122070,1.251221,0.030518,38.439453
2600,8.963891,-0.560243,-3.955221,-0.274658,0.915527,-0.091553,38.449219
2640,8.949526,-0.574608,-3.940856,0.030518,1.037598,-0.030518,38.445312
2680,8.954314,-0.579397,-3.945644,0.183105,0.305176,0.152588,38.460938
2720,8.992621,-0.588974,-3.926491,0.335693,0.335693,0.274658,38.449219
2760,8.954314,-0.584185,-3.940856,0.213623,-0.274658,0.457764,38.462891
2800,8.944737,-0.579397,-3.955221,0.610352,-0.885010,0.335693,38.458984
2840,8.959103,-0.584185,-3.955221,0.518799,-1.007080,0.152588,38.439453
2880,8.978256,-0.588974,-3.960010,0.610352,-1.098633,0.061035,38.457031
2920,8.978256,-0.593762,-3.964798,0.640869,-0.976562,0.061035,38.472656
2960,8.963891,-0.593762,-3.964798,0.549316,-1.068115,0.091553,38.476562
3000,8.959103,-0.593762,-3.969586,0.366211,-1.159668,0.000000,38.451172
3040,8.963891,-0.603339,-3.974375,0.122070,-1.098633,0.091553,38.447266
3080,8.973468,-0.593762,-3.969586,0.061035,-0.549316,0.091553,38.441406
3120,8.963891,-0.608127,-3.988740,-0.091553,-0.579834,0.122070,38.455078
3160,8.963891,-0.622492,-3.993528,-0.183105,-0.457764,-0.030518,38.447266
3200,8.968679,-0.612916,-3.988740,-0.274658,0.183105,-0.091553,38.468750
3240,8.939949,-0.617704,-4.012682,-0.457764,-0.061035,0.183105,38.425781
3280,8.930372,-0.622492,-4.017470,-0.427246,-0.518799,0.183105,38.457031
3320,8.954314,-0.627281,-4.017470,-0.457764,-0.457764,0.213623,38.453125
3360,8.954314,-0.622492,-4.022259,-0.610352,-0.640869,0.335693,38.453125
3400,8.935161,-0.603339,-4.017470,-0.640869,-0.946045,0.305176,38.476562
3440,8.925584,-0.622492,-4.031836,-0.396729,-1.342773,0.305176,38.451172
3480,8.944737,-0.627281,-4.036624,-0.793457,-1.281738,0.305176,38.439453
3520,8.930372,-0.622492,-4.055778,-0.793457,-1.129150,0.274658,38.455078
3560,8.920795,-0.632069,-4.050989,-0.671387,-0.732422,0.030518,38.457031
3600,8.920795,-0.627281,-4.065354,-0.427246,-1.220703,0.091553,38.449219
3640,8.939949,-0.632069,-4.070143,-0.183105,-0.793457,-0.122070,38.460938
3680,8.925584,-0.627281,-4.079720,-0.183105,-0.823975,-0.122070,38.472656
3720,8.906430,-0.627281,-4.079720,-0.152588,-1.129150,0.030518,38.476562
3760,8.925584,-0.622492,-4.084508,0.213623,-1.037598,-0.091553,38.462891
3800,8.916007,-0.622492,-4.103662,0.183105,-1.037598,-0.122070,38.462891
3840,8.911219,-0.612916,-4.098873,0.274658,-0.885010,-0.244141,38.476562
3880,8.901642,-0.622492,-4.094085,0.335693,-0.885010,-0.244141,38.435547
