MS,Accel X (m/s²),Accel Y (m/s²),Accel Z (m/s²),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Temp (°C)
1040,8.734048,1.039083,0.991199,3.417969,-33.813477,11.413574,38.980469
1080,8.034941,0.474052,1.101333,0.671387,-17.486572,15.045166,39.000000
1120,8.561666,0.612916,0.823605,7.720947,-19.378662,12.573242,39.023438
1160,9.294291,0.612916,0.799663,9.490967,-15.411377,10.223389,39.011719
1200,9.873688,0.277727,0.823605,15.594482,-20.690918,10.284424,39.017578
1240,10.237606,0.268151,0.833182,10.162354,-18.768311,10.986328,39.011719
1280,11.152191,0.574608,0.881066,10.223389,-10.314941,2.258301,39.021484
1320,12.339716,0.756568,1.374272,20.751953,-1.342773,-9.429932,39.019531
1360,11.994950,0.737414,1.273715,3.143311,8.575439,-14.739990,39.003906
1400,11.262324,0.316035,-0.622492,24.444580,12.756348,-13.153076,39.019531
1440,9.859323,1.316811,-1.886631,-26.916504,0.152588,-3.112793,39.005859
1480,8.968679,2.834735,-2.954445,-45.501709,-21.270752,-6.011963,39.015625
1520,10.453085,2.116474,-2.461239,-46.539307,-35.064697,-1.037598,39.003906
1560,10.793061,1.230620,-1.312023,-26.245117,-36.102295,5.310059,39.031250
1600,8.508993,1.015141,-0.828394,-25.909424,-31.219482,10.406494,39.005859
1640,7.015011,1.216254,-0.790087,-48.675537,-17.852783,15.228271,39.023438
1680,7.216124,1.379060,-1.264138,-40.130615,-9.368896,7.781982,39.009766
1720,8.815451,1.508347,-1.699883,-14.404297,-1.068115,-5.004883,39.005859
1760,10.960655,1.565808,-1.628057,4.089355,5.401611,-7.080078,39.005859
1800,10.864887,1.431733,-1.096544,-10.192871,0.427246,8.544922,38.996094
1840,8.643068,1.431733,-0.890643,30.853271,-0.671387,5.279541,39.019531
1880,5.099649,-0.268151,-1.594538,71.380615,-27.557373,0.701904,39.011719
1920,3.739743,-2.298434,-3.169923,50.903320,-1.037598,3.753662,39.044922
1960,10.017340,-3.222595,-3.059790,-7.080078,25.482178,15.045166,39.029297
2000,18.301277,-1.216254,-3.102885,93.811035,8.422852,9.643555,39.021484
2040,18.579004,0.526724,-1.810017,87.707520,4.180908,-1.861572,39.021484
2080,17.448942,1.211466,-2.082955,103.363037,-59.661865,-18.646240,39.005859
2120,14.369999,2.303222,-0.761356,127.563477,-82.122803,-39.154053,39.021484
2160,7.752425,2.561796,0.799663,45.349121,14.129639,-38.452148,39.015625
2200,0.852336,1.412579,0.158017,-2.471924,33.660889,-15.106201,39.019531
2240,-2.858677,1.800440,-0.210690,-30.151367,5.310059,-12.390137,39.021484
2280,-1.086968,1.522712,-1.086968,-74.310303,44.830322,16.967773,39.021484
2320,7.742848,0.914585,-3.548207,-131.866455,27.252197,11.840820,39.033203
