MS,Accel X (m/s²),Accel Y (m/s²),Accel Z (m/s²),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Temp (°C)
30000,-3.821146,4.352659,-0.392649,-99.334717,-122.650146,-48.553467,32.503906
30040,-4.209007,21.064186,0.617704,-66.680908,-68.786621,-10.223389,32.500000
30080,1.719037,22.342690,-0.732626,20.416260,-35.369873,6.469727,32.501953
30120,2.097321,17.257406,-2.470816,23.956299,-109.008789,-5.981445,32.503906
30160,2.906561,12.703634,-2.944868,50.476074,-87.585449,5.371094,32.486328
30200,3.950433,7.436390,-0.493206,58.074951,-7.781982,18.829346,32.501953
30240,1.508347,3.318364,5.066131,59.051514,-77.423096,19.256592,32.494141
30280,1.350330,-0.344765,5.214571,48.980713,13.946533,-34.912109,32.480469
30320,2.274492,-0.248997,1.963245,33.386230,96.557617,-70.220947,32.507812
30360,-0.967257,11.583148,3.691859,-142.852783,-47.576904,-36.224365,32.507812
30400,0.105345,22.577322,0.014365,-42.968750,91.705322,-7.171631,32.501953
30440,0.387861,20.398598,-3.758897,8.026123,108.245850,-13.885498,32.519531
30480,0.608127,15.514427,-4.017470,7.171631,97.442627,16.387939,32.503906
30520,-0.143652,10.477027,-2.312799,39.398193,73.425293,36.895752,32.519531
30560,-2.681506,5.372589,-1.297657,57.159424,-70.404053,19.805908,32.507812
30600,-6.143522,1.896208,0.397437,18.524170,-73.181152,-22.613525,32.503906
30640,-5.813122,-0.383072,0.608127,-4.577637,23.559570,18.066406,32.494141
30680,-1.403002,2.154782,0.608127,-55.725098,-67.565918,-61.492920,32.492188
30720,-2.695871,14.781801,4.237737,-102.661133,-142.822266,42.022705,32.517578
30760,-0.316035,24.684219,-0.488417,-18.890381,-5.157471,-8.026123,32.525391
30800,0.497994,20.231005,-4.319140,15.533447,-90.850830,-17.944336,32.513672
30840,2.116474,13.972561,-3.524265,24.932861,-103.790283,-8.239746,32.513672
30880,3.974375,8.422802,-1.125275,41.198730,-49.591064,-16.052246,32.525391
30920,2.901772,3.356671,2.628834,86.578369,-56.182861,5.462646,32.509766
30960,1.010353,-0.105345,6.459556,74.401855,-19.775391,-45.318604,32.501953
31000,1.790863,-0.823605,4.074931,29.144287,128.967285,-44.555664,32.503906
31040,-1.575385,3.136404,2.920926,-92.926025,-146.514893,-3.997803,32.517578
31080,-6.191406,19.120094,0.780510,-122.772217,79.437256,-1.434326,32.509766
31120,1.441309,24.463953,-1.187524,11.138916,110.626221,7.934570,32.505859
31160,3.160346,18.042704,-3.318364,-5.401611,117.004395,25.970459,32.523438
31200,1.417367,13.498509,-3.045424,25.177002,85.662842,43.945312,32.509766
31240,-1.924938,7.675811,-1.915361,61.187744,-47.088623,35.675049,32.511719
31280,-6.900089,2.729390,0.780510,21.972656,-61.218262,-38.818359,32.529297
31320,-6.995857,-0.646434,0.885855,20.141602,14.709473,19.622803,32.503906
31360,-2.422932,-0.785298,-0.311246,10.284424,40.496826,26.000977,32.496094
31400,-1.450886,5.501875,1.920150,-101.928711,-175.872803,12.542725,32.505859
31440,-2.533065,23.645136,1.905785,-77.301025,-2.807617,-7.934570,32.558594
31480,0.086191,22.941240,-2.849100,9.338379,-44.982910,-19.195557,32.556641
31520,1.618480,16.021997,-5.726931,39.184570,-125.549316,-3.417969,32.546875
31560,3.275268,10.893618,-3.208230,48.431396,-98.937988,9.979248,32.535156
31600,3.394978,5.765238,0.301669,67.901611,-72.418213,16.113281,32.529297
31640,1.158794,2.130840,5.602432,111.358643,-128.479004,-15.350342,32.566406
31680,1.101333,-0.502782,6.023811,20.935059,33.172607,-36.529541,32.558594
31720,0.292093,1.489193,3.299210,-44.982910,-7.659912,-0.518799,32.542969
31760,-2.901772,18.459295,2.059013,-133.239746,9.063721,-17.059326,32.527344
31800,1.795651,25.258827,-0.785298,23.223877,111.328125,3.662109,32.550781
31840,3.572149,17.635689,-3.462016,-6.042480,119.232178,7.965088,32.550781
31880,2.820370,12.220005,-2.858677,17.425537,83.618164,34.454346,32.568359
31920,-0.656011,7.264008,-1.292869,50.170898,-2.716064,33.447266,32.552734
31960,-4.893748,3.409343,-0.416591,34.973145,-74.676514,-69.122314,32.568359
32000,-8.078036,-0.134075,1.058237,-20.202637,-31.250000,-12.207031,32.566406
32040,-4.999093,-1.077391,-0.622492,-2.563477,-50.231934,27.435303,32.578125
32080,-2.030283,6.469133,0.656011,-55.541992,-178.161621,15.319824,32.548828
32120,-0.440533,24.607605,2.676718,-67.779541,11.352539,-38.238525,32.566406
32160,2.336741,22.917299,-3.251326,24.261475,-77.301025,-20.996094,32.562500
32200,2.604892,15.844827,-6.090849,31.127930,-128.417969,-3.387451,32.556641
32240,3.960010,10.951078,-3.150769,50.933838,-108.245850,10.009766,32.558594
32280,4.113238,5.477933,-0.057461,93.139648,-64.575195,24.658203,32.566406
32320,1.230620,2.542642,5.104438,94.543457,-151.062012,-13.854980,32.539062
32360,0.952892,0.177171,5.669470,18.218994,11.932373,-36.254883,32.548828
32400,0.593762,1.666364,2.691083,-20.202637,-23.376465,-25.604248,32.576172
32440,-7.924808,18.181568,3.002329,-156.982422,-60.760498,-42.877197,32.578125
32480,-0.746991,24.765623,-1.924938,19.561768,64.910889,-49.591064,32.562500
32520,3.102885,17.855957,-3.083732,-23.773193,58.624268,0.091553,32.554688
32560,2.226608,13.939042,-2.197877,-2.166748,60.729980,14.984131,32.562500
32600,-0.292093,9.615114,-1.527501,42.663574,36.590576,34.759521,32.568359
32640,-2.729390,4.687847,-1.331176,56.762695,-23.162842,-13.793945,32.570312
32680,-6.689400,0.196325,1.177947,-24.383545,-85.388184,61.370850,32.562500
32720,-5.635951,-1.120486,0.933739,0.976562,-39.794922,29.815674,32.556641
32760,-2.063802,1.800440,0.852336,-25.238037,-137.634277,2.075195,32.570312
32800,-3.423708,15.380352,2.801216,-85.784912,-116.302490,-29.174805,32.580078
32840,-0.636858,24.626759,-1.685518,-7.019043,-41.717529,-11.199951,32.574219
32880,-0.081403,19.302053,-4.936844,36.743164,-105.895996,6.835938,32.570312
32920,0.981623,14.441825,-4.558560,53.741455,-111.450195,28.076172,32.572266
32960,2.801216,9.361329,-2.427721,63.659668,-68.756104,56.518555,32.562500
33000,1.963245,5.683835,1.417367,31.982422,-72.601318,27.954102,32.580078
33040,-0.636858,2.250550,4.869806,61.035156,-193.176270,-24.932861,32.578125
33080,0.402226,-1.604115,4.410120,20.050049,49.499512,-44.464111,32.583984
33120,-1.024718,3.897760,5.458780,-67.871094,-134.368896,-123.779297,32.552734
33160,-3.083732,20.954054,4.319140,-193.145752,117.889404,-71.868896,32.578125
33200,-0.325611,25.426422,-2.700660,2.593994,68.298340,6.958008,32.558594
33240,-0.641646,17.477673,-4.572925,-15.655518,110.717773,2.441406,32.566406
33280,-0.028730,11.884817,-2.810793,28.747559,71.655273,34.545898,32.595703
33320,-1.230620,6.349423,-0.708684,53.070068,8.697510,36.560059,32.599609
33360,-6.224925,1.110910,1.379060,37.902832,-26.275635,-8.239746,32.582031
33400,-6.497863,-0.718261,1.709460,-8.087158,-35.888672,47.515869,32.585938
33440,-3.256114,-0.359130,1.024718,-13.702393,-51.971436,-0.793457,32.601562
33480,-4.204218,8.595184,3.538630,-93.780518,-139.129639,-60.180664,32.623047
33520,-6.368577,24.238897,0.555455,-27.313232,-21.789551,-47.851562,32.626953
33560,-4.970363,21.327549,-5.487510,52.612305,-81.359863,-14.373779,32.615234
33600,-2.221819,15.950171,-5.195418,71.655273,-116.912842,3.448486,32.611328
33640,1.173159,10.299856,-2.437297,77.575684,-93.231201,64.239502,32.599609
33680,2.015918,4.572925,1.144428,99.304199,-83.831787,60.424805,32.623047
33720,-0.052672,0.842759,6.545747,81.390381,-92.559814,-23.895264,32.611328
33760,2.030283,-0.493206,5.104438,56.335449,102.050781,-0.579834,32.585938
33800,-1.474828,3.241749,5.224148,-51.025391,-129.333496,-137.573242,32.619141
33840,-8.360553,19.325996,2.734178,-216.522217,41.778564,-128.173828,32.644531
33880,-4.750096,25.641901,-3.174711,14.984131,57.739258,25.238037,32.601562
33920,-1.738190,18.042704,-4.094085,-24.505615,116.241455,12.145996,32.621094
33960,-0.804452,13.192051,-2.398990,9.277344,100.463867,67.687988,32.615234
34000,-3.150769,7.168240,-1.355118,46.325684,57.891846,110.534668,32.607422
34040,-6.607996,1.886631,0.430956,44.067383,-19.958496,55.206299,32.625000
34080,-7.455544,-0.603339,1.249773,-26.855469,-38.299561,70.312500,32.625000
34120,-3.016694,-1.101333,-0.493206,-1.586914,-18.890381,73.730469,32.621094
34160,-2.470816,2.035071,1.972822,-90.789795,-96.313477,-98.144531,32.615234
34200,-7.924808,21.475988,1.039083,-110.412598,-82.061768,-143.249512,32.617188
34240,-4.218584,25.661055,-4.012682,42.419434,-56.976318,9.979248,32.632812
34280,-1.747767,17.635689,-5.219360,59.753418,-96.160889,4.211426,32.617188
34320,1.163582,11.516110,-3.260903,46.447754,-70.159912,56.304932,32.605469
34360,1.216254,6.512228,0.837971,38.604736,-56.762695,70.922852,32.621094
